sim_step,Δ,δ,c,per_infected,βd,βₑ,βᵢ,γₑ,γₐ,avg_he_size,avg_degree,avg_direct_contacts,new_users,moved_users,perc_infected_users,perc_infected_locations
169,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11509468652325795,1.2371541501976284,245.0,0,153,0.041501976284584984,0.001654715940430226
170,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09726052583195441,1.0454545454545454,245.0,0,41,0.04940711462450593,0.001287001287001287
171,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09137709137709138,0.9822134387351779,245.0,0,9,0.04743083003952569,0.0011031439602868175
172,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.096708953851811,1.0395256916996047,122.75,1,43,0.04940711462450593,0.001287001287001287
173,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10167310167310167,1.092885375494071,123.5,3,62,0.04940711462450593,0.0020224305938591654
174,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11086596800882516,1.191699604743083,82.33333333333333,0,117,0.0533596837944664,0.0027578599007170436
175,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.12226512226512226,1.3142292490118577,49.7,3,179,0.06719367588932806,0.0029417172274315132
176,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10222467365324509,1.098814229249012,82.83333333333333,0,64,0.06719367588932806,0.002574002574002574
177,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0930318073175216,1.0,83.0,1,8,0.0691699604743083,0.002206287920573635
178,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09615738187166759,1.033596837944664,124.5,0,28,0.07509881422924901,0.002206287920573635
179,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10479867622724766,1.1264822134387351,249.0,0,75,0.07905138339920949,0.002206287920573635
180,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11343997058282773,1.2193675889328064,49.9,1,129,0.07509881422924901,0.002206287920573635
181,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.12244897959183673,1.316205533596838,41.916666666666664,4,171,0.07905138339920949,0.0027578599007170436
182,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11031439602868175,1.1857707509881423,50.3,0,104,0.07509881422924901,0.002206287920573635
183,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09376723662437948,1.007905138339921,83.83333333333333,0,9,0.07905138339920949,0.0020224305938591654
184,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09891524177238463,1.0632411067193677,83.83333333333333,0,37,0.08498023715415019,0.001654715940430226
185,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1141753998896856,1.2272727272727273,63.125,2,126,0.07707509881422925,0.0023901452472881043
186,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11730097444383158,1.2608695652173914,50.6,1,138,0.07114624505928854,0.0023901452472881043
1,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.027394741680455966,0.29446640316205536,Inf,107,56,0.07114624505928854,0.0
2,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.027210884353741496,0.2924901185770751,61.0,15,28,0.07114624505928854,0.0
3,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.023349880492737635,0.2509881422924901,62.0,2,3,0.07114624505928854,0.0
4,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.027762456333884904,0.2984189723320158,70.0,16,12,0.07114624505928854,0.0
5,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.03824232395660967,0.41106719367588934,81.5,23,47,0.0691699604743083,0.0
6,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.045412759698473984,0.4881422924901186,98.0,33,53,0.0691699604743083,0.0
7,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06398234969663541,0.6877470355731226,113.0,30,131,0.06719367588932806,0.00018385732671446958
8,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.049457620886192315,0.5316205533596838,Inf,14,31,0.06521739130434782,0.00018385732671446958
9,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.04449347306490164,0.4782608695652174,Inf,0,2,0.06719367588932806,0.00018385732671446958
10,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.04817061959919103,0.5177865612648221,Inf,1,22,0.06521739130434782,0.00018385732671446958
11,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.052950910093767234,0.5691699604743083,Inf,5,47,0.06521739130434782,0.00036771465342893915
12,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06287920573634859,0.6758893280632411,32.75,16,91,0.06126482213438735,0.00036771465342893915
13,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08089722375436662,0.8695652173913043,28.3,21,162,0.05928853754940711,0.0007354293068578783
14,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06931421217135503,0.7450592885375494,72.75,8,93,0.05731225296442688,0.0011031439602868175
15,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.055341055341055344,0.5948616600790514,146.0,1,10,0.05138339920948617,0.0009192866335723479
16,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.059202059202059204,0.6363636363636364,73.75,3,29,0.04940711462450593,0.0009192866335723479
17,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07133664276521419,0.766798418972332,49.333333333333336,1,98,0.04940711462450593,0.0007354293068578783
18,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07813936385364957,0.8399209486166008,51.166666666666664,11,129,0.04940711462450593,0.0007354293068578783
19,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08439051296194153,0.9071146245059288,Inf,8,158,0.04940711462450593,0.0007354293068578783
20,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07115278543849972,0.7648221343873518,158.5,2,80,0.04743083003952569,0.0005515719801434088
21,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06030520316234602,0.6482213438735178,158.5,0,18,0.045454545454545456,0.0005515719801434088
22,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06159220444934731,0.6620553359683794,Inf,0,26,0.045454545454545456,0.0005515719801434088
23,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07924250781393638,0.8517786561264822,161.5,6,110,0.043478260869565216,0.0007354293068578783
24,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08089722375436662,0.8695652173913043,164.0,5,115,0.043478260869565216,0.0005515719801434088
25,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07758779187350616,0.83399209486166,165.0,2,96,0.041501976284584984,0.0007354293068578783
26,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.063430777716492,0.6818181818181818,165.0,0,19,0.041501976284584984,0.0007354293068578783
27,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06067291781577496,0.6521739130434783,165.0,0,0,0.04940711462450593,0.0005515719801434088
28,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06490163633020776,0.6976284584980237,165.5,1,28,0.04940711462450593,0.0005515719801434088
29,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0694980694980695,0.7470355731225297,166.5,2,47,0.04940711462450593,0.0005515719801434088
30,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07685236256664828,0.8260869565217391,84.5,5,84,0.05138339920948617,0.0005515719801434088
31,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08365508365508366,0.8992094861660079,85.75,5,118,0.05928853754940711,0.0007354293068578783
32,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0694980694980695,0.7470355731225297,Inf,2,37,0.06324110671936758,0.0007354293068578783
33,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.063430777716492,0.6818181818181818,Inf,0,1,0.05928853754940711,0.0007354293068578783
34,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.06747563890421034,0.7252964426877471,Inf,2,21,0.05533596837944664,0.00036771465342893915
35,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07832322118036404,0.841897233201581,Inf,3,80,0.05533596837944664,0.0007354293068578783
36,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07979407979407979,0.857707509881423,87.75,1,91,0.05138339920948617,0.0007354293068578783
37,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09082551939694797,0.9762845849802372,59.0,3,148,0.04940711462450593,0.0007354293068578783
38,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07004964147821291,0.7529644268774703,177.5,1,29,0.04743083003952569,0.0007354293068578783
39,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0652693509836367,0.7015810276679841,177.5,0,0,0.04940711462450593,0.0007354293068578783
40,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07041735613164185,0.7569169960474308,178.0,1,28,0.05138339920948617,0.0007354293068578783
41,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07501378929950359,0.8063241106719368,89.0,0,60,0.04940711462450593,0.0005515719801434088
42,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08071336642765214,0.8675889328063241,89.5,2,87,0.04743083003952569,0.0007354293068578783
43,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08843537414965986,0.950592885375494,59.833333333333336,1,128,0.04743083003952569,0.0005515719801434088
44,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07243978672550101,0.7786561264822134,180.5,2,39,0.045454545454545456,0.0005515719801434088
45,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0671079242507814,0.7213438735177866,Inf,0,4,0.045454545454545456,0.0005515719801434088
46,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07078507078507079,0.7608695652173914,Inf,1,23,0.04743083003952569,0.0007354293068578783
47,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07997793712079426,0.8596837944664032,Inf,2,74,0.04743083003952569,0.0009192866335723479
48,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08347122632836919,0.8972332015810277,Inf,2,93,0.04743083003952569,0.0005515719801434088
49,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09174480603052032,0.9861660079051383,185.0,4,138,0.04743083003952569,0.0005515719801434088
50,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,187.0,4,68,0.043478260869565216,0.00018385732671446958
51,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07023349880492738,0.7549407114624506,187.5,1,8,0.043478260869565216,0.00036771465342893915
52,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07262364405221548,0.7806324110671937,188.0,1,21,0.043478260869565216,0.00036771465342893915
53,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08310351167494025,0.8932806324110671,189.0,2,78,0.045454545454545456,0.00036771465342893915
54,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09174480603052032,0.9861660079051383,95.25,3,129,0.045454545454545456,0.00036771465342893915
55,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10112152969295826,1.0869565217391304,63.833333333333336,2,182,0.043478260869565216,0.00036771465342893915
56,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08714837286265857,0.9367588932806324,96.25,2,95,0.04743083003952569,0.00036771465342893915
57,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0731752160323589,0.7865612648221344,96.25,0,13,0.04743083003952569,0.00036771465342893915
58,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07446221731936017,0.8003952569169961,192.5,0,23,0.04743083003952569,0.00036771465342893915
59,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08769994484280198,0.9426877470355731,97.0,3,97,0.04743083003952569,0.00036771465342893915
60,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1014892443463872,1.0909090909090908,65.16666666666667,3,167,0.05138339920948617,0.00036771465342893915
61,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09928295642581357,1.0671936758893281,198.5,6,147,0.04743083003952569,0.0005515719801434088
62,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08788380216951645,0.9446640316205533,66.66666666666667,3,85,0.045454545454545456,0.0005515719801434088
63,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07482993197278912,0.8043478260869565,200.0,0,8,0.04743083003952569,0.0005515719801434088
64,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,200.5,1,19,0.04743083003952569,0.0009192866335723479
65,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09284794999080713,0.9980237154150198,100.75,2,106,0.04940711462450593,0.0007354293068578783
66,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09413495127780842,1.0118577075098814,101.25,2,121,0.04743083003952569,0.0005515719801434088
67,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09211252068394926,0.9901185770750988,Inf,0,111,0.04743083003952569,0.0007354293068578783
68,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07887479316050745,0.8478260869565217,Inf,0,24,0.04743083003952569,0.0007354293068578783
69,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.075565361279647,0.8122529644268774,Inf,0,8,0.04743083003952569,0.0009192866335723479
70,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,Inf,0,16,0.043478260869565216,0.0011031439602868175
71,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08383894098179813,0.9011857707509882,Inf,0,56,0.041501976284584984,0.0009192866335723479
72,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08530979959551388,0.9169960474308301,Inf,0,60,0.041501976284584984,0.0009192866335723479
73,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09045780474351903,0.9723320158102767,67.66666666666667,1,97,0.043478260869565216,0.0009192866335723479
74,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08089722375436662,0.8695652173913043,101.5,0,37,0.043478260869565216,0.0009192866335723479
75,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07519764662621806,0.808300395256917,203.5,1,2,0.043478260869565216,0.0009192866335723479
76,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07905865048722191,0.849802371541502,203.5,0,28,0.041501976284584984,0.0009192866335723479
77,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08439051296194153,0.9071146245059288,203.5,0,56,0.039525691699604744,0.0005515719801434088
78,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08935466078323222,0.9604743083003953,68.0,1,84,0.039525691699604744,0.0005515719801434088
79,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,102.75,3,117,0.03557312252964427,0.0007354293068578783
80,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08163265306122448,0.8774703557312253,103.0,1,34,0.03359683794466403,0.0011031439602868175
81,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07648464791321934,0.8221343873517787,103.0,0,5,0.03359683794466403,0.0009192866335723479
82,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07961022246736532,0.8557312252964426,103.0,0,22,0.03359683794466403,0.0005515719801434088
83,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08678065820922964,0.932806324110672,207.0,2,61,0.03359683794466403,0.0005515719801434088
84,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09137709137709138,0.9822134387351779,104.0,2,92,0.03162055335968379,0.0007354293068578783
85,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10075381503952932,1.08300395256917,29.857142857142858,2,142,0.03557312252964427,0.0009192866335723479
86,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08622908622908623,0.9268774703557312,26.125,0,56,0.03359683794466403,0.0009192866335723479
87,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07740393454679169,0.8320158102766798,34.833333333333336,0,3,0.03359683794466403,0.0011031439602868175
88,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08071336642765214,0.8675889328063241,41.9,1,27,0.03359683794466403,0.0011031439602868175
89,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08917080345651775,0.958498023715415,35.083333333333336,2,71,0.029644268774703556,0.0009192866335723479
90,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09615738187166759,1.033596837944664,211.5,2,105,0.02766798418972332,0.0011031439602868175
91,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10296010296010295,1.1067193675889329,53.625,6,136,0.03162055335968379,0.0009192866335723479
92,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08604522890237176,0.924901185770751,42.9,0,42,0.03162055335968379,0.0011031439602868175
93,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07961022246736532,0.8557312252964426,53.625,0,4,0.03359683794466403,0.0009192866335723479
94,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08347122632836919,0.8972332015810277,43.1,2,28,0.037549407114624504,0.0011031439602868175
95,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09376723662437948,1.007905138339921,30.928571428571427,2,79,0.037549407114624504,0.0011031439602868175
96,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,36.083333333333336,0,91,0.039525691699604744,0.001287001287001287
97,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10976282404853833,1.1798418972332017,31.0,1,168,0.041501976284584984,0.0011031439602868175
98,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09817981246552675,1.0553359683794465,108.5,0,107,0.043478260869565216,0.0011031439602868175
99,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08052950910093767,0.8656126482213439,108.5,0,4,0.041501976284584984,0.0011031439602868175
100,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.084574370288656,0.9090909090909091,108.5,0,27,0.04743083003952569,0.0005515719801434088
101,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09339952197095054,1.0039525691699605,108.5,0,79,0.04743083003952569,0.0009192866335723479
102,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10204081632653061,1.0968379446640317,109.0,2,126,0.04940711462450593,0.0009192866335723479
103,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10038610038610038,1.0790513833992095,73.0,2,113,0.04940711462450593,0.0011031439602868175
104,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09358337929766501,1.0059288537549407,54.75,0,74,0.043478260869565216,0.0009192866335723479
105,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08163265306122448,0.8774703557312253,73.0,0,7,0.039525691699604744,0.0011031439602868175
106,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0840227983085126,0.9031620553359684,73.0,0,19,0.039525691699604744,0.0009192866335723479
107,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09413495127780842,1.0118577075098814,73.16666666666667,1,77,0.03162055335968379,0.0011031439602868175
108,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09634123919838206,1.0355731225296443,73.33333333333333,1,89,0.029644268774703556,0.0011031439602868175
109,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10093767236624379,1.0849802371541502,73.33333333333333,0,114,0.03162055335968379,0.0011031439602868175
110,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,220.0,0,59,0.03162055335968379,0.0011031439602868175
111,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08181651038793895,0.8794466403162056,Inf,0,5,0.03359683794466403,0.0009192866335723479
112,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08328736900165472,0.8952569169960475,220.0,0,14,0.03162055335968379,0.0007354293068578783
113,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09836366979224122,1.0573122529644268,110.0,0,101,0.03162055335968379,0.0007354293068578783
114,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09634123919838206,1.0355731225296443,110.0,0,94,0.03359683794466403,0.0005515719801434088
115,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,221.5,3,83,0.03557312252964427,0.0005515719801434088
116,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08586137157565729,0.9229249011857708,110.75,0,27,0.03557312252964427,0.0005515719801434088
117,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0827357970215113,0.8893280632411067,110.75,0,8,0.03359683794466403,0.0005515719801434088
118,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08659680088251517,0.9308300395256917,110.75,0,29,0.03359683794466403,0.0005515719801434088
119,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0948703805846663,1.0197628458498025,111.0,1,72,0.03557312252964427,0.0005515719801434088
120,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09468652325795184,1.017786561264822,111.25,1,75,0.039525691699604744,0.0005515719801434088
121,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10020224305938592,1.0770750988142292,55.625,0,107,0.039525691699604744,0.0005515719801434088
122,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08990623276337562,0.9664031620553359,37.166666666666664,1,45,0.039525691699604744,0.0005515719801434088
123,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08291965434822578,0.8913043478260869,55.75,0,6,0.03557312252964427,0.0005515719801434088
124,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08604522890237176,0.924901185770751,55.75,0,25,0.037549407114624504,0.0007354293068578783
125,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0930318073175216,1.0,44.7,1,61,0.03359683794466403,0.0007354293068578783
126,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09854752711895569,1.0592885375494072,45.0,3,94,0.03359683794466403,0.0007354293068578783
127,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10682110682110682,1.1482213438735178,28.25,2,140,0.03162055335968379,0.0007354293068578783
128,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,45.2,0,48,0.025691699604743084,0.0007354293068578783
129,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0840227983085126,0.9031620553359684,45.3,1,4,0.02766798418972332,0.0007354293068578783
130,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08751608751608751,0.9407114624505929,45.3,0,26,0.02766798418972332,0.0007354293068578783
131,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09395109395109395,1.0098814229249011,45.3,0,62,0.023715415019762844,0.0005515719801434088
132,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09799595513881228,1.0533596837944663,56.75,1,86,0.023715415019762844,0.0009192866335723479
133,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11104982533553961,1.1936758893280632,32.5,1,159,0.023715415019762844,0.0011031439602868175
134,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,32.5,0,44,0.03162055335968379,0.001287001287001287
135,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08494208494208494,0.9130434782608695,32.5,0,7,0.03359683794466403,0.001287001287001287
136,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08678065820922964,0.932806324110672,28.4375,0,20,0.03557312252964427,0.0011031439602868175
137,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,28.5,1,67,0.037549407114624504,0.001287001287001287
138,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10369553226696084,1.1146245059288538,28.8125,5,107,0.037549407114624504,0.001287001287001287
139,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11564625850340136,1.243083003952569,21.045454545454547,2,177,0.041501976284584984,0.001287001287001287
140,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10718882147453576,1.1521739130434783,29.0625,2,125,0.041501976284584984,0.001287001287001287
141,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0864129435558007,0.9288537549407114,46.5,0,5,0.041501976284584984,0.001287001287001287
142,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09100937672366244,0.9782608695652174,38.75,0,30,0.043478260869565216,0.001287001287001287
143,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10700496414782129,1.150197628458498,38.916666666666664,2,122,0.043478260869565216,0.0007354293068578783
144,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10792425078139364,1.1600790513833992,33.5,2,124,0.043478260869565216,0.0009192866335723479
145,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1154624011766869,1.2411067193675889,33.5,0,170,0.041501976284584984,0.0009192866335723479
146,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10185695899981614,1.0948616600790513,46.9,0,90,0.041501976284584984,0.0011031439602868175
147,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08769994484280198,0.9426877470355731,58.625,0,10,0.043478260869565216,0.0011031439602868175
148,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09137709137709138,0.9822134387351779,58.625,0,30,0.043478260869565216,0.001287001287001287
149,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10810810810810811,1.1620553359683794,58.75,1,126,0.045454545454545456,0.0011031439602868175
150,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1099466813752528,1.1818181818181819,59.125,3,132,0.04940711462450593,0.001287001287001287
151,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1027762456333885,1.1047430830039526,78.83333333333333,0,99,0.0533596837944664,0.001287001287001287
